[[93, 138, 168], 'Easy']
[[59, 60, 54], 'Unrated']
[[255, 235, 205], 'Hard']
[[165, 113, 100], 'Harder']
[[49, 140, 231], 'Easy']
[[172, 229, 238], 'Easy']
[[250, 240, 190], 'Auto']
[[0, 0, 255], 'Easy']
[[162, 162, 208], 'Insane']
[[31, 117, 254], 'Easy']
[[102, 153, 204], 'Easy']
[[13, 152, 186], 'Easy']
[[0, 147, 175], 'Easy']
[[0, 135, 189], 'Easy']
[[51, 51, 153], 'EasyDemon']
[[2, 71, 254], 'Easy']
[[18, 97, 128], 'Easy']
[[138, 43, 226], 'Insane']
[[222, 93, 131], 'Harder']
[[121, 68, 59], 'Harder']
[[0, 149, 182], 'Easy']
[[227, 218, 201], 'Unrated']
[[204, 0, 0], 'Demon']
[[0, 106, 78], 'Normal']
[[135, 50, 96], 'MediumDemon']
[[0, 112, 255], 'Easy']
[[181, 166, 66], 'Hard']
[[203, 65, 84], 'Demon']
[[29, 172, 214], 'Easy']
[[102, 255, 0], 'Normal']
[[191, 148, 228], 'Insane']
[[195, 33, 72], 'Demon']
[[255, 0, 127], 'MediumDemon']
[[8, 232, 222], 'Easy']
[[209, 159, 232], 'Insane']
[[244, 187, 255], 'Insane']
[[255, 85, 163], 'MediumDemon']
[[251, 96, 127], 'MediumDemon']
[[0, 66, 37], 'Normal']
[[205, 127, 50], 'Harder']
[[150, 75, 0], 'Harder']
[[165, 42, 42], 'Demon']
[[255, 193, 204], 'Unrated']
[[231, 254, 255], 'Easy']
[[240, 220, 130], 'Normal']
[[72, 6, 7], 'EasyDemon']
[[128, 0, 32], 'InsaneDemon']
[[222, 184, 135], 'Auto']
[[204, 85, 0], 'Harder']
[[233, 116, 81], 'Harder']
[[138, 51, 36], 'MediumDemon']
[[189, 51, 164], 'Insane']
[[112, 41, 99], 'EasyDemon']
[[83, 104, 114], 'Normal']
[[95, 158, 160], 'Normal']
[[145, 163, 176], 'Easy']
[[0, 107, 60], 'Normal']
[[237, 135, 45], 'Harder']
[[227, 0, 34], 'Demon']
[[255, 246, 0], 'Hard']
[[166, 123, 91], 'Harder']
[[75, 54, 33], 'EasyDemon']
[[30, 77, 43], 'Normal']
[[163, 193, 173], 'Normal']
[[193, 154, 107], 'Hard']
[[239, 187, 204], 'Insane']
[[120, 134, 107], 'Normal']
[[255, 239, 0], 'Auto']
[[255, 8, 0], 'Demon']
[[228, 113, 122], 'Insane']
[[0, 191, 255], 'Easy']
[[89, 39, 32], 'EasyDemon']
[[196, 30, 58], 'Demon']
[[0, 204, 153], 'Normal']
[[150, 0, 24], 'InsaneDemon']
[[215, 0, 64], 'Demon']
[[235, 76, 66], 'Harder']
[[255, 0, 56], 'Demon']
[[255, 166, 201], 'Insane']
[[179, 27, 27], 'InsaneDemon']
[[153, 186, 221], 'Easy']
[[237, 145, 33], 'Auto']
[[6, 42, 120], 'Easy']
[[146, 161, 207], 'Easy']
[[172, 225, 175], 'Normal']
[[0, 123, 167], 'Easy']
[[47, 132, 124], 'Normal']
[[178, 255, 255], 'Easy']
[[73, 151, 208], 'Easy']
[[222, 49, 99], 'Demon']
[[236, 59, 131], 'Insane']
[[0, 123, 167], 'Easy']
[[42, 82, 190], 'Easy']
[[109, 155, 195], 'Easy']
[[0, 122, 165], 'Easy']
[[224, 60, 49], 'Demon']
[[160, 120, 90], 'Auto']
[[250, 214, 165], 'Auto']
[[54, 69, 79], 'Easy']
[[230, 143, 172], 'Insane']
[[223, 255, 0], 'Normal']
[[127, 255, 0], 'Normal']
[[222, 49, 99], 'Demon']
[[255, 183, 197], 'Insane']
[[205, 92, 92], 'Harder']
[[222, 111, 161], 'Insane']
[[168, 81, 110], 'MediumDemon']
[[170, 56, 30], 'ExtremeDemon']
[[123, 63, 0], 'Harder']
[[210, 105, 30], 'Harder']
[[255, 167, 0], 'Auto']
[[152, 129, 123], 'Unrated']
[[227, 66, 52], 'Demon']
[[210, 105, 30], 'Harder']
[[228, 208, 10], 'Normal']
[[251, 204, 231], 'Unrated']
[[0, 71, 171], 'Easy']
[[210, 105, 30], 'Harder']
[[111, 78, 55], 'Harder']
[[155, 221, 255], 'Easy']
[[248, 131, 121], 'Harder']
[[0, 46, 99], 'Easy']
[[140, 146, 172], 'Easy']
[[184, 115, 51], 'Harder']
[[218, 138, 103], 'Harder']
[[173, 111, 105], 'MediumDemon']
[[203, 109, 81], 'Harder']
[[153, 102, 102], 'Insane']
[[255, 56, 0], 'Demon']
[[255, 127, 80], 'Harder']
[[248, 131, 121], 'Harder']
[[255, 64, 64], 'InsaneDemon']
[[137, 63, 69], 'MediumDemon']
[[251, 236, 93], 'Auto']
[[179, 27, 27], 'InsaneDemon']
[[100, 149, 237], 'Easy']
[[255, 248, 220], 'Unrated']
[[255, 248, 231], 'Unrated']
[[255, 188, 217], 'Insane']
[[255, 253, 208], 'Normal']
[[220, 20, 60], 'InsaneDemon']
[[190, 0, 50], 'ExtremeDemon']
[[0, 255, 255], 'Easy']
[[0, 183, 235], 'Easy']
[[255, 255, 49], 'Auto']
[[240, 225, 48], 'Auto']
[[0, 0, 139], 'Easy']
[[101, 67, 33], 'Harder']
[[93, 57, 84], 'MediumDemon']
[[164, 0, 0], 'InsaneDemon']
[[8, 69, 126], 'Easy']
[[152, 105, 96], 'Harder']
[[205, 91, 69], 'Harder']
[[0, 139, 139], 'Easy']
[[83, 104, 120], 'Easy']
[[184, 134, 11], 'Harder']
[[169, 169, 169], 'Easy']
[[1, 50, 32], 'Normal']
[[0, 65, 106], 'Easy']
[[26, 36, 33], 'Unrated']
[[189, 183, 107], 'Auto']
[[72, 60, 50], 'EasyDemon']
[[115, 79, 150], 'MediumDemon']
[[139, 0, 139], 'MediumDemon']
[[0, 51, 102], 'Easy']
[[85, 107, 47], 'Normal']
[[255, 140, 0], 'Harder']
[[153, 50, 204], 'EasyDemon']
[[119, 158, 203], 'Easy']
[[3, 192, 60], 'Normal']
[[150, 111, 214], 'Insane']
[[194, 59, 34], 'Harder']
[[231, 84, 128], 'MediumDemon']
[[0, 51, 153], 'Easy']
[[135, 38, 87], 'MediumDemon']
[[139, 0, 0], 'ExtremeDemon']
[[233, 150, 122], 'Harder']
[[86, 3, 25], 'ExtremeDemon']
[[143, 188, 143], 'Normal']
[[60, 20, 20], 'EasyDemon']
[[72, 61, 139], 'Easy']
[[47, 79, 79], 'Normal']
[[23, 114, 69], 'Normal']
[[145, 129, 81], 'Auto']
[[255, 168, 18], 'Harder']
[[72, 60, 50], 'EasyDemon']
[[204, 78, 92], 'MediumDemon']
[[0, 206, 209], 'Easy']
[[148, 0, 211], 'Insane']
[[155, 135, 12], 'Normal']
[[0, 112, 60], 'Normal']
[[85, 85, 85], 'Unrated']
[[215, 10, 83], 'Demon']
[[169, 32, 62], 'InsaneDemon']
[[239, 48, 56], 'Harder']
[[233, 105, 44], 'Harder']
[[218, 50, 135], 'MediumDemon']
[[250, 214, 165], 'Normal']
[[185, 78, 72], 'Harder']
[[112, 66, 65], 'EasyDemon']
[[193, 84, 193], 'Insane']
[[0, 75, 73], 'Normal']
[[153, 85, 187], 'Insane']
[[204, 0, 204], 'MediumDemon']
[[255, 203, 164], 'Normal']
[[255, 20, 147], 'MediumDemon']
[[132, 63, 91], 'EasyDemon']
[[255, 153, 51], 'Auto']
[[0, 191, 255], 'Easy']
[[102, 66, 77], 'EasyDemon']
[[21, 96, 189], 'Easy']
[[193, 154, 107], 'Hard']
[[237, 201, 175], 'Auto']
[[105, 105, 105], 'EasyDemon']
[[30, 144, 255], 'Easy']
[[215, 24, 104], 'Demon']
[[133, 187, 101], 'Normal']
[[150, 113, 23], 'Hard']
[[0, 0, 156], 'Easy']
[[225, 169, 95], 'Hard']
[[85, 93, 80], 'Normal']
[[194, 178, 128], 'Hard']
[[97, 64, 81], 'EasyDemon']
[[240, 234, 214], 'Unrated']
[[16, 52, 166], 'Easy']
[[125, 249, 255], 'Easy']
[[255, 0, 63], 'Demon']
[[0, 255, 255], 'Easy']
[[0, 255, 0], 'Normal']
[[111, 0, 255], 'EasyDemon']
[[244, 187, 255], 'Insane']
[[204, 255, 0], 'Normal']
[[191, 0, 255], 'MediumDemon']
[[63, 0, 255], 'Easy']
[[143, 0, 255], 'EasyDemon']
[[255, 255, 0], 'Hard']
[[80, 200, 120], 'Normal']
[[180, 131, 149], 'Insane']
[[150, 200, 162], 'Normal']
[[193, 154, 107], 'Auto']
[[128, 24, 24], 'ExtremeDemon']
[[181, 51, 137], 'MediumDemon']
[[244, 0, 161], 'MediumDemon']
[[229, 170, 112], 'Auto']
[[77, 93, 83], 'Normal']
[[79, 121, 66], 'Normal']
[[255, 40, 0], 'Demon']
[[108, 84, 30], 'Harder']
[[206, 32, 41], 'Demon']
[[178, 34, 34], 'InsaneDemon']
[[226, 88, 34], 'Harder']
[[252, 142, 172], 'Insane']
[[247, 233, 142], 'Normal']
[[238, 220, 130], 'Normal']
[[255, 250, 240], 'Unrated']
[[255, 191, 0], 'Auto']
[[255, 20, 147], 'MediumDemon']
[[204, 255, 0], 'Normal']
[[255, 0, 79], 'Demon']
[[1, 68, 33], 'Normal']
[[34, 139, 34], 'Normal']
[[166, 123, 91], 'Hard']
[[0, 114, 187], 'Easy']
[[134, 96, 142], 'Insane']
[[204, 255, 0], 'Normal']
[[199, 44, 72], 'Demon']
[[246, 74, 138], 'MediumDemon']
[[255, 0, 255], 'Insane']
[[193, 84, 193], 'Insane']
[[255, 119, 255], 'Insane']
[[199, 67, 117], 'MediumDemon']
[[228, 132, 0], 'Auto']
[[204, 102, 102], 'Harder']
[[220, 220, 220], 'Easy']
[[228, 155, 15], 'Auto']
[[248, 248, 255], 'Easy']
[[176, 101, 0], 'Harder']
[[96, 130, 182], 'Easy']
[[230, 232, 250], 'Unrated']
[[212, 175, 55], 'Auto']
[[255, 215, 0], 'Hard']
[[153, 101, 21], 'Harder']
[[252, 194, 0], 'Auto']
[[255, 223, 0], 'Auto']
[[218, 165, 32], 'Auto']
[[168, 228, 160], 'Normal']
[[128, 128, 128], 'Unrated']
[[70, 89, 69], 'Normal']
[[128, 128, 128], 'Unrated']
[[190, 190, 190], 'Unrated']
[[0, 255, 0], 'Normal']
[[28, 172, 120], 'Normal']
[[0, 128, 0], 'Normal']
[[0, 168, 119], 'Normal']
[[0, 159, 107], 'Normal']
[[0, 165, 80], 'Normal']
[[102, 176, 50], 'Normal']
[[173, 255, 47], 'Normal']
[[169, 154, 134], 'Auto']
[[0, 255, 127], 'Normal']
[[102, 56, 84], 'MediumDemon']
[[68, 108, 207], 'Easy']
[[82, 24, 250], 'EasyDemon']
[[233, 214, 107], 'Auto']
[[63, 255, 0], 'Normal']
[[201, 0, 22], 'InsaneDemon']
[[218, 145, 0], 'Harder']
[[128, 128, 0], 'Normal']
[[223, 115, 255], 'Insane']
[[244, 0, 161], 'MediumDemon']
[[240, 255, 240], 'Unrated']
[[0, 127, 191], 'Easy']
[[73, 121, 107], 'Normal']
[[255, 29, 206], 'MediumDemon']
[[255, 105, 180], 'Insane']
[[53, 94, 59], 'Normal']
[[113, 166, 210], 'Easy']
[[252, 247, 94], 'Auto']
[[0, 35, 149], 'Easy']
[[178, 236, 93], 'Normal']
[[19, 136, 8], 'Normal']
[[205, 92, 92], 'Harder']
[[227, 168, 87], 'Harder']
[[111, 0, 255], 'EasyDemon']
[[0, 65, 106], 'Easy']
[[75, 0, 130], 'EasyDemon']
[[0, 47, 167], 'Easy']
[[255, 79, 0], 'Harder']
[[186, 22, 12], 'ExtremeDemon']
[[192, 54, 44], 'InsaneDemon']
[[90, 79, 207], 'EasyDemon']
[[244, 240, 236], 'Unrated']
[[0, 144, 0], 'Normal']
[[255, 255, 240], 'Unrated']
[[0, 168, 107], 'Normal']
[[248, 222, 126], 'Auto']
[[215, 59, 62], 'InsaneDemon']
[[165, 11, 94], 'MediumDemon']
[[52, 52, 52], 'EasyDemon']
[[250, 218, 94], 'Auto']
[[189, 218, 87], 'Normal']
[[41, 171, 135], 'Normal']
[[76, 187, 23], 'Normal']
[[124, 28, 5], 'ExtremeDemon']
[[195, 176, 145], 'Auto']
[[240, 230, 140], 'Auto']
[[232, 0, 13], 'Demon']
[[8, 120, 48], 'Normal']
[[214, 202, 221], 'Unrated']
[[38, 97, 156], 'Easy']
[[254, 254, 34], 'Hard']
[[169, 186, 157], 'Normal']
[[207, 16, 32], 'InsaneDemon']
[[204, 204, 255], 'Easy']
[[255, 240, 245], 'Unrated']
[[181, 126, 220], 'Insane']
[[196, 195, 208], 'Unrated']
[[148, 87, 235], 'EasyDemon']
[[238, 130, 238], 'Insane']
[[230, 230, 250], 'Unrated']
[[251, 174, 210], 'Insane']
[[150, 123, 182], 'Insane']
[[251, 160, 227], 'Insane']
[[230, 230, 250], 'Unrated']
[[124, 252, 0], 'Normal']
[[255, 247, 0], 'Auto']
[[255, 250, 205], 'Auto']
[[227, 255, 0], 'Normal']
[[26, 17, 16], 'EasyDemon']
[[253, 213, 177], 'Auto']
[[173, 216, 230], 'Easy']
[[181, 101, 29], 'Harder']
[[230, 103, 113], 'MediumDemon']
[[240, 128, 128], 'Insane']
[[147, 204, 234], 'Easy']
[[245, 105, 145], 'Insane']
[[224, 255, 255], 'Unrated']
[[249, 132, 239], 'Insane']
[[250, 250, 210], 'Hard']
[[211, 211, 211], 'Easy']
[[144, 238, 144], 'Normal']
[[240, 230, 140], 'Hard']
[[177, 156, 217], 'Insane']
[[255, 182, 193], 'Insane']
[[233, 116, 81], 'Harder']
[[255, 160, 122], 'Harder']
[[255, 153, 153], 'Insane']
[[32, 178, 170], 'Easy']
[[135, 206, 250], 'Easy']
[[119, 136, 153], 'Easy']
[[179, 139, 109], 'Harder']
[[230, 143, 172], 'Insane']
[[255, 255, 224], 'Unrated']
[[200, 162, 200], 'Insane']
[[191, 255, 0], 'Normal']
[[50, 205, 50], 'Normal']
[[0, 255, 0], 'Normal']
[[157, 194, 9], 'Normal']
[[25, 89, 5], 'Normal']
[[250, 240, 230], 'Unrated']
[[193, 154, 107], 'Auto']
[[108, 160, 220], 'Easy']
[[83, 75, 79], 'EasyDemon']
[[230, 32, 32], 'InsaneDemon']
[[255, 0, 255], 'MediumDemon']
[[202, 31, 123], 'Insane']
[[255, 0, 144], 'MediumDemon']
[[170, 240, 209], 'Normal']
[[248, 244, 255], 'Unrated']
[[192, 64, 0], 'Harder']
[[251, 236, 93], 'Auto']
[[96, 80, 220], 'EasyDemon']
[[11, 218, 81], 'Normal']
[[151, 154, 170], 'Unrated']
[[255, 130, 67], 'Harder']
[[116, 195, 101], 'Normal']
[[136, 0, 133], 'MediumDemon']
[[195, 33, 72], 'InsaneDemon']
[[128, 0, 0], 'ExtremeDemon']
[[176, 48, 96], 'MediumDemon']
[[224, 176, 255], 'Insane']
[[145, 95, 109], 'EasyDemon']
[[239, 152, 170], 'Insane']
[[115, 194, 251], 'Easy']
[[229, 183, 59], 'Auto']
[[102, 221, 170], 'Normal']
[[0, 0, 205], 'Easy']
[[226, 6, 44], 'Demon']
[[175, 64, 53], 'ExtremeDemon']
[[243, 229, 171], 'Auto']
[[3, 80, 150], 'Easy']
[[28, 53, 45], 'Normal']
[[221, 160, 221], 'Insane']
[[186, 85, 211], 'MediumDemon']
[[0, 103, 165], 'Easy']
[[147, 112, 219], 'EasyDemon']
[[187, 51, 133], 'MediumDemon']
[[170, 64, 105], 'MediumDemon']
[[60, 179, 113], 'Normal']
[[123, 104, 238], 'EasyDemon']
[[201, 220, 135], 'Hard']
[[0, 250, 154], 'Normal']
[[103, 76, 71], 'EasyDemon']
[[72, 209, 204], 'Easy']
[[121, 68, 59], 'ExtremeDemon']
[[217, 96, 59], 'Harder']
[[199, 21, 133], 'MediumDemon']
[[248, 184, 120], 'Hard']
[[248, 222, 126], 'Auto']
[[253, 188, 180], 'Harder']
[[25, 25, 112], 'Easy']
[[0, 73, 83], 'Normal']
[[255, 196, 12], 'Auto']
[[62, 180, 137], 'Normal']
[[245, 255, 250], 'Unrated']
[[152, 255, 152], 'Normal']
[[255, 228, 225], 'Insane']
[[250, 235, 215], 'Unrated']
[[150, 113, 23], 'Harder']
[[115, 169, 194], 'Easy']
[[174, 12, 0], 'InsaneDemon']
[[173, 223, 173], 'Normal']
[[48, 186, 143], 'Normal']
[[153, 122, 141], 'Insane']
[[24, 69, 59], 'Normal']
[[197, 75, 140], 'MediumDemon']
[[255, 219, 88], 'Hard']
[[33, 66, 30], 'Normal']
[[246, 173, 198], 'Insane']
[[42, 128, 0], 'Normal']
[[250, 218, 94], 'Hard']
[[255, 222, 173], 'Auto']
[[0, 0, 128], 'Easy']
[[255, 163, 67], 'Harder']
[[254, 65, 100], 'MediumDemon']
[[57, 255, 20], 'Normal']
[[215, 131, 127], 'Insane']
[[164, 221, 237], 'Easy']
[[5, 144, 51], 'Normal']
[[0, 119, 190], 'Easy']
[[204, 119, 34], 'Harder']
[[0, 128, 0], 'Normal']
[[207, 181, 59], 'Auto']
[[253, 245, 230], 'Unrated']
[[121, 104, 120], 'Insane']
[[103, 49, 71], 'EasyDemon']
[[192, 128, 129], 'Insane']
[[128, 128, 0], 'Normal']
[[60, 52, 31], 'EasyDemon']
[[107, 142, 35], 'Normal']
[[154, 185, 115], 'Normal']
[[53, 56, 57], 'EasyDemon']
[[183, 132, 167], 'Insane']
[[255, 127, 0], 'Harder']
[[255, 159, 0], 'Harder']
[[255, 69, 0], 'Harder']
[[251, 153, 2], 'Harder']
[[255, 165, 0], 'Harder']
[[218, 112, 214], 'Insane']
[[101, 67, 33], 'Harder']
[[153, 0, 0], 'Demon']
[[65, 74, 76], 'Easy']
[[255, 110, 74], 'Harder']
[[0, 33, 71], 'Easy']
[[0, 102, 0], 'Normal']
[[39, 59, 226], 'Easy']
[[104, 40, 96], 'EasyDemon']
[[188, 212, 230], 'Easy']
[[175, 238, 238], 'Easy']
[[152, 118, 84], 'Harder']
[[175, 64, 53], 'Harder']
[[155, 196, 226], 'Easy']
[[221, 173, 175], 'Insane']
[[218, 138, 103], 'Harder']
[[171, 205, 239], 'Easy']
[[230, 190, 138], 'Auto']
[[238, 232, 170], 'Auto']
[[152, 251, 152], 'Normal']
[[220, 208, 255], 'Insane']
[[249, 132, 229], 'MediumDemon']
[[250, 218, 221], 'Unrated']
[[221, 160, 221], 'Insane']
[[219, 112, 147], 'MediumDemon']
[[150, 222, 209], 'Normal']
[[201, 192, 187], 'Unrated']
[[236, 235, 189], 'Auto']
[[188, 152, 126], 'Harder']
[[219, 112, 147], 'Insane']
[[120, 24, 74], 'EasyDemon']
[[255, 239, 213], 'Unrated']
[[80, 200, 120], 'Normal']
[[174, 198, 207], 'Easy']
[[131, 105, 83], 'Harder']
[[207, 207, 196], 'Unrated']
[[119, 221, 119], 'Normal']
[[244, 154, 194], 'Insane']
[[255, 179, 71], 'Auto']
[[222, 165, 164], 'Insane']
[[179, 158, 181], 'Insane']
[[255, 105, 97], 'Harder']
[[203, 153, 201], 'Insane']
[[253, 253, 150], 'Normal']
[[128, 0, 128], 'MediumDemon']
[[83, 104, 120], 'Easy']
[[255, 229, 180], 'Auto']
[[255, 203, 164], 'Hard']
[[255, 204, 153], 'Auto']
[[255, 218, 185], 'Hard']
[[250, 223, 173], 'Auto']
[[209, 226, 49], 'Normal']
[[234, 224, 200], 'Auto']
[[136, 216, 192], 'Normal']
[[183, 104, 162], 'Insane']
[[230, 226, 0], 'Auto']
[[204, 204, 255], 'Easy']
[[28, 57, 187], 'Easy']
[[0, 166, 147], 'Normal']
[[50, 18, 122], 'EasyDemon']
[[217, 144, 88], 'Harder']
[[247, 127, 190], 'Insane']
[[112, 28, 28], 'EasyDemon']
[[204, 51, 51], 'Harder']
[[254, 40, 162], 'MediumDemon']
[[236, 88, 0], 'Harder']
[[205, 133, 63], 'Harder']
[[223, 0, 255], 'Insane']
[[0, 15, 137], 'Easy']
[[18, 53, 36], 'Normal']
[[253, 221, 230], 'Insane']
[[1, 121, 111], 'Normal']
[[255, 192, 203], 'Insane']
[[255, 221, 244], 'Insane']
[[255, 153, 102], 'Auto']
[[231, 172, 207], 'Insane']
[[247, 143, 167], 'Insane']
[[147, 197, 114], 'Normal']
[[229, 228, 226], 'Unrated']
[[142, 69, 133], 'MediumDemon']
[[221, 160, 221], 'Insane']
[[255, 90, 54], 'Harder']
[[176, 224, 230], 'Easy']
[[255, 143, 0], 'Harder']
[[112, 28, 28], 'ExtremeDemon']
[[0, 49, 83], 'Easy']
[[223, 0, 255], 'MediumDemon']
[[204, 136, 153], 'MediumDemon']
[[255, 117, 24], 'Harder']
[[105, 53, 156], 'EasyDemon']
[[128, 0, 128], 'EasyDemon']
[[150, 120, 182], 'Insane']
[[159, 0, 197], 'MediumDemon']
[[254, 78, 218], 'MediumDemon']
[[80, 64, 77], 'EasyDemon']
[[160, 32, 240], 'Insane']
[[81, 72, 79], 'Normal']
[[93, 138, 168], 'Easy']
[[255, 53, 94], 'Demon']
[[251, 171, 96], 'Auto']
[[227, 11, 93], 'Demon']
[[145, 95, 109], 'MediumDemon']
[[226, 80, 152], 'Insane']
[[179, 68, 108], 'MediumDemon']
[[130, 102, 68], 'Normal']
[[255, 51, 204], 'MediumDemon']
[[227, 37, 107], 'Demon']
[[255, 0, 0], 'Demon']
[[165, 42, 42], 'ExtremeDemon']
[[134, 1, 17], 'ExtremeDemon']
[[242, 0, 60], 'Demon']
[[196, 2, 51], 'InsaneDemon']
[[255, 83, 73], 'Harder']
[[237, 28, 36], 'Harder']
[[254, 39, 18], 'Harder']
[[199, 21, 133], 'MediumDemon']
[[171, 78, 82], 'Harder']
[[82, 45, 128], 'EasyDemon']
[[0, 35, 135], 'Easy']
[[0, 64, 64], 'Normal']
[[241, 167, 254], 'Insane']
[[215, 0, 64], 'Harder']
[[8, 146, 208], 'Easy']
[[167, 107, 207], 'Insane']
[[182, 102, 210], 'Insane']
[[176, 48, 96], 'MediumDemon']
[[65, 72, 51], 'Normal']
[[0, 204, 204], 'Normal']
[[255, 0, 127], 'Demon']
[[249, 66, 158], 'MediumDemon']
[[103, 72, 70], 'Normal']
[[183, 110, 121], 'Harder']
[[227, 38, 54], 'Harder']
[[255, 102, 204], 'Insane']
[[170, 152, 169], 'Normal']
[[144, 93, 93], 'Harder']
[[171, 78, 82], 'Harder']
[[101, 0, 11], 'ExtremeDemon']
[[212, 0, 0], 'Demon']
[[188, 143, 143], 'Auto']
[[0, 56, 168], 'Easy']
[[0, 35, 102], 'Easy']
[[65, 105, 225], 'Easy']
[[202, 44, 146], 'MediumDemon']
[[120, 81, 169], 'EasyDemon']
[[250, 218, 94], 'Auto']
[[209, 0, 86], 'Demon']
[[224, 17, 95], 'Demon']
[[155, 17, 30], 'Demon']
[[255, 0, 40], 'Demon']
[[187, 101, 40], 'Harder']
[[225, 142, 150], 'Insane']
[[168, 28, 7], 'ExtremeDemon']
[[128, 70, 27], 'Harder']
[[183, 65, 14], 'Harder']
[[218, 44, 67], 'Harder']
[[0, 86, 63], 'Normal']
[[139, 69, 19], 'Harder']
[[255, 103, 0], 'Harder']
[[244, 196, 48], 'Auto']
[[255, 140, 105], 'Harder']
[[255, 145, 164], 'Insane']
[[194, 178, 128], 'Normal']
[[150, 113, 23], 'Normal']
[[236, 213, 64], 'Hard']
[[244, 164, 96], 'Auto']
[[150, 113, 23], 'Hard']
[[146, 0, 10], 'InsaneDemon']
[[80, 125, 42], 'Normal']
[[15, 82, 186], 'Easy']
[[0, 103, 165], 'Easy']
[[203, 161, 53], 'Auto']
[[255, 36, 0], 'Demon']
[[253, 14, 53], 'Demon']
[[255, 216, 0], 'Auto']
[[118, 255, 122], 'Normal']
[[0, 105, 148], 'Easy']
[[46, 139, 87], 'Normal']
[[50, 20, 20], 'EasyDemon']
[[255, 245, 238], 'Unrated']
[[255, 186, 0], 'Auto']
[[112, 66, 20], 'MediumDemon']
[[138, 121, 93], 'Normal']
[[0, 158, 96], 'Normal']
[[252, 15, 192], 'MediumDemon']
[[255, 111, 255], 'Insane']
[[136, 45, 23], 'ExtremeDemon']
[[192, 192, 192], 'Unrated']
[[203, 65, 11], 'Harder']
[[0, 116, 116], 'Normal']
[[135, 206, 235], 'Easy']
[[207, 113, 175], 'Insane']
[[106, 90, 205], 'EasyDemon']
[[112, 128, 144], 'Normal']
[[0, 51, 153], 'Easy']
[[147, 61, 65], 'Harder']
[[16, 12, 8], 'Unrated']
[[255, 250, 250], 'Unrated']
[[15, 192, 252], 'Easy']
[[167, 252, 0], 'Normal']
[[0, 255, 127], 'Normal']
[[35, 41, 122], 'Easy']
[[70, 130, 180], 'Easy']
[[250, 218, 94], 'Auto']
[[153, 0, 0], 'InsaneDemon']
[[79, 102, 106], 'Easy']
[[228, 217, 111], 'Auto']
[[255, 204, 51], 'Hard']
[[250, 214, 165], 'Auto']
[[210, 180, 140], 'Hard']
[[249, 77, 0], 'Harder']
[[242, 133, 0], 'Harder']
[[255, 204, 0], 'Hard']
[[228, 113, 122], 'Insane']
[[72, 60, 50], 'EasyDemon']
[[139, 133, 137], 'Unrated']
[[208, 240, 192], 'Normal']
[[248, 131, 121], 'Harder']
[[244, 194, 194], 'Unrated']
[[0, 128, 128], 'Normal']
[[54, 117, 136], 'Easy']
[[0, 130, 127], 'Normal']
[[207, 52, 118], 'MediumDemon']
[[205, 87, 0], 'Harder']
[[226, 114, 91], 'Harder']
[[216, 191, 216], 'Easy']
[[222, 111, 161], 'MediumDemon']
[[252, 137, 172], 'Insane']
[[10, 186, 181], 'Normal']
[[224, 141, 60], 'Harder']
[[219, 215, 210], 'Unrated']
[[238, 230, 0], 'Normal']
[[255, 99, 71], 'Harder']
[[116, 108, 192], 'Easy']
[[255, 200, 124], 'Auto']
[[253, 14, 53], 'Demon']
[[128, 128, 128], 'Easy']
